License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
2214991,FARM WINERY,302,FW,Albany,2,ULSTER,MAYNARD FARMS INC,,326 RIVER RD,,ULSTER PARK,NY,12487,910925,4/15/2019,4/15/2019,3/31/2022,41.86314,-73.96368,"(41.86314, -73.96368)"
2160419,FARM WINERY,302,FW,Albany,2,ULSTER,TUTHILLTOWN SPIRITS LLC,TUTHILLTOWN SPIRITS,14 GRISTMILL LANE,,GARDINER,NY,12525,881004,8/2/2010,8/1/2016,7/31/2019,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
2197404,FARM WINERY,302,FW,Albany,2,ULSTER,WEED FARMS INC,WEED ORCHARDS & WINERY,43 MT ZION RD,,MARLBORO,NY,12542,894002,11/26/2014,11/1/2017,10/31/2020,41.62262,-74.00142,"(41.62262, -74.00142)"
2199940,FARM WINERY,302,FW,Albany,2,ULSTER,DUBOIS FARMS CORPORATION,,209 PERKINSVILLE RD,,HIGHLAND,NY,12528,911342,1/8/2016,1/1/2019,12/31/2021,41.68045,-73.96979,"(41.68045, -73.96979)"
2208991,FARM WINERY,302,FW,Albany,2,ULSTER,ALL WISE LLC,ALL-WISE,439 FLOYD ACKERT RD,,WEST PARK,NY,12492,882124,11/2/2017,11/2/2017,10/31/2020,0,0,"(0.0, 0.0)"
2013268,FARM WINERY,302,FW,Albany,2,ULSTER,RICHARD C ELDRIDGE,BRIMSTONE HILL VINEYARD,61 BRIMSTONE HILL ROAD,,PINE BUSH,NY,12566,884682,9/8/2004,10/1/2016,9/30/2019,41.6270217,-74.3133948,"(41.6270217, -74.3133948)"
2013266,FARM WINERY,302,FW,Albany,2,ULSTER,BALDWIN VINEYARDS INC,,176 HARDENBURGH RD,,PINE BUSH,NY,12566,887151,10/29/1982,12/1/2016,9/30/2019,41.62314189,-74.2940958,"(41.62314189, -74.2940958)"
2189884,FARM WINERY,302,FW,Albany,2,ULSTER,BRUNEL & RAFAEL INC,,180 SOUTH ST,,MARLBORO,NY,12542,884313,11/4/2013,11/1/2016,10/31/2019,41.59930591,-74.00204356,"(41.59930591, -74.00204356)"
2194909,FARM WINERY,302,FW,Albany,2,ULSTER,YANKEE FOLLY LLC,YANKEE FOLLY CIDERY,69 YANKEE FOLLY RD,,NEW PALTZ,NY,12561,888043,2/19/2014,2/1/2017,1/31/2020,41.73012892,-74.15505161,"(41.73012892, -74.15505161)"
2196800,FARM WINERY,302,FW,Albany,2,ULSTER,NOSTRANO VINEYARDS LLC,NOSTRANO VINEYARDS,14 GALA LN,,MILTON,NY,12547,893014,9/19/2014,9/1/2017,8/31/2020,41.65034,-74.0039,"(41.65034, -74.0039)"
2013261,FARM WINERY,302,FW,Albany,2,ULSTER,EL PASO WINERY INC,EL PASO WINERY,742 BROADWAY,,ULSTER PARK,NY,12487,885709,,11/1/2016,10/31/2019,41.85657453,-73.97002566,"(41.85657453, -73.97002566)"
2189615,FARM WINERY,302,FW,Albany,2,ULSTER,ROBIBERO FAMILY VINEYARDS LLC,,714 ALBANY POST RD,TALL PINES RD & FOXWOOD RD,GARDINER,NY,12561,914614,5/17/2013,5/1/2019,4/30/2022,41.71350205,-74.16044978,"(41.71350205, -74.16044978)"
2013262,FARM WINERY,302,FW,Albany,2,ULSTER,WHITECLIFF VINEYARD & WINERY LLC,WHITECLIFF VINEYARD & WINERY,331 MCKINSTRY RD,,GARDINER,NY,12525,911783,,1/1/2019,12/31/2021,41.68531004,-74.20260749,"(41.68531004, -74.20260749)"
2208274,FARM WINERY,302,FW,Albany,2,ULSTER,MID ESOPUS BEVERAGE COMPANY LLC,SHIER WINERY,439 FLOYD ACKERT RD,,WEST PARK,NY,12493,894683,8/10/2017,8/10/2017,7/31/2020,0,0,"(0.0, 0.0)"
2121225,FARM WINERY,302,FW,Albany,2,ULSTER,GLORIE FARM WINERY LLC,,40 MOUNTAIN ROAD,MT ZION RD & RESERVOIR RD,MARLBORO,NY,12542,914606,5/13/2004,5/1/2019,4/30/2022,41.61751282,-74.01271556,"(41.61751282, -74.01271556)"
2117372,FARM WINERY,302,FW,Albany,2,ULSTER,STOUTRIDGE VINEYARD LLC,,10 ANN KALEY LANE,RIDGE RD & ANN KALEY LN,MARLBORO,NY,12542,912691,2/22/2006,4/1/2019,3/31/2022,41.61330711,-73.97800285,"(41.61330711, -73.97800285)"
2108930,FARM WINERY,302,FW,Albany,2,ULSTER,MAGNANINI FARM WINERY INC,,172 STRAWRIDGE ROAD,,WALLKILL,NY,12589,913558,4/9/2001,4/1/2019,3/31/2022,41.59729174,-74.14999912,"(41.59729174, -74.14999912)"
2179249,FARM WINERY,302,FW,Albany,2,ULSTER,LEONARDO F BUSCIGLIO,WOODSTOCK WINERY,395 WITTENBERG RD,,BEARSVILLE,NY,12409,911459,1/19/2012,1/1/2019,12/31/2021,42.02602032,-74.19275068,"(42.02602032, -74.19275068)"
2183767,FARM WINERY,302,FW,Albany,2,ULSTER,KETTLEBOROUGH CIDER HOUSE LLC,,277 STATE ROUTE 208,,NEW PALTZ,NY,12561,907214,5/11/2012,6/26/2019,4/30/2022,41.714467,-74.11107939,"(41.714467, -74.11107939)"
2213465,FARM WINERY,302,FW,Albany,2,ULSTER,FJORD VINEYARDS LLC,,156 HIGHLAND AVE,,MARLBORO,NY,12542,849353,10/24/2018,10/24/2018,9/30/2021,41.59241,-73.98215,"(41.59241, -73.98215)"
2153476,FARM WINERY,302,FW,Albany,2,ULSTER,ENLIGHTENMENT WINES FARM AND MEADERY LLC,ENLIGHTENMENT WINES,67 BARCLAY ROAD,,CLINTONDALE,NY,12515,918869,6/17/2010,6/12/2019,5/31/2022,41.66647856,-74.07103983,"(41.66647856, -74.07103983)"
2117486,MICRO BREWER,101,MI,Albany,2,ULSTER,KEEGAN ALES LLC,KEEGAN ALES,20 SAINT JAMES ST,PROSPECT & CLINTON,KINGSTON,NY,12401,915218,12/1/2003,6/1/2019,5/31/2020,41.93175716,-74.01205885,"(41.93175716, -74.01205885)"
2207182,MICRO BREWER,101,MI,Albany,2,ULSTER,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,,PHOENICIA,NY,12464,897549,11/7/2017,11/7/2017,10/31/2020,42.06265,-74.30735,"(42.06265, -74.30735)"
2214174,MICRO BREWER,101,MI,Albany,2,ULSTER,KINGSTON STANDARD LLC,KINGSTON STANDARD,22 JANSEN AVE,,KINGSTON,NY,12401,999999,3/7/2019,3/7/2019,2/28/2022,41.9267,-73.99286,"(41.9267, -73.99286)"
2198583,MICRO BREWER,101,MI,Albany,2,ULSTER,GREAT LIFE BREWING COMPANY LLC,,75 CLARENDON AVE,UNIT #1,KINGSTON,NY,12401,913839,5/22/2015,5/1/2019,4/30/2020,41.94123,-73.99702,"(41.94123, -73.99702)"
2201079,MICRO BREWER,101,MI,Albany,2,ULSTER,HEIKO GIESBERG,NEW PALTZ BREWING COMPANY (PFALZERBRAU),7174 RTE 209,,WAWARSING,NY,12458,909217,11/27/2015,1/1/2019,12/31/2019,41.75851,-74.3584,"(41.75851, -74.3584)"
2199304,MICRO BREWER,101,MI,Albany,2,ULSTER,HUDSON ALE WORKS LLC,,17 MILTON AVE,,HIGHLAND,NY,12528,894449,11/4/2015,11/1/2017,6/30/2020,41.71786,-73.96409,"(41.71786, -73.96409)"
2198870,RESTAURANT BREWER,210,MR,Albany,2,ULSTER,ROUGH CUT BREWPUB LLC,ROUGH CUT BREWING CO,5945 RTE 44 55,,KERHONKSON,NY,12446,899593,6/8/2015,6/1/2018,5/31/2021,41.76008,-74.28514,"(41.76008, -74.28514)"
2185614,RESTAURANT BREWER,210,MR,Albany,2,ULSTER,JES LYN ENTERPRISES LTD,BACCHUS,4 S CHESTNUT ST,,NEW PALTZ,NY,12561,912604,3/28/2013,3/1/2019,2/28/2022,41.74726107,-74.086837,"(41.74726107, -74.086837)"
2201080,WINERY,301,DW,Albany,2,ULSTER,LIQUID ALTITUDE LLC,LIQUID ALTITUDE,428 DECKER RD,BLDG B,WALLKILL,NY,12589,897571,3/15/2017,8/10/2017,2/29/2020,41.66922,-74.25457,"(41.66922, -74.25457)"
2013224,WINERY,301,DW,Albany,2,ULSTER,ROYAL WINE CORPORATION,APPLEATION CIDERS; BOONDOCKS SPIRITS,AUXILIARY ROUTE 2 / 9 W NO,,MARLBORO,NY,12542,907874,,10/1/2018,9/30/2021,,,
2139479,WINERY,301,DW,Albany,2,ULSTER,CEREGHINO SMITH LLC,CEREGHINO SMITH,2583 ROUTE 32,INTERSECTION RTE 32 & MAIN ST,BLOOMINGTON,NY,12411,913702,3/20/2008,3/4/2019,2/28/2022,0,0,"(0.0, 0.0)"
2214469,WINERY,301,DW,Albany,2,ULSTER,RMV CELLARS LLC,RED MAPLE VINEYARD,25 BURROUGHS DR,,WEST PARK,NY,12493,910838,3/15/2019,3/15/2019,2/28/2022,,,
2203003,WINERY,301,DW,Albany,2,ULSTER,HETTA GLOGG LLC,,85 BROADWAY,,KINGSTON,NY,12401,911702,9/29/2016,1/1/2019,12/31/2021,41.91988,-73.98538,"(41.91988, -73.98538)"
2183947,WINERY,301,DW,Albany,2,ULSTER,ALLIED WINE CORP,STROPKOV SPIRITS AND SILVER CLOUD SPIRITS,70 BERME RD,1ST FLR & 3RD FLR WAREHOUSE,ELLENVILLE,NY,12428,913523,12/13/2012,3/1/2019,2/28/2022,41.71603801,-74.38245794,"(41.71603801, -74.38245794)"
2131707,WINERY,301,DW,Albany,2,ULSTER,SLATE HILL VINEYARD INC,BENMARL WINERY,156 HIGHLAND AVE,BINGHAM RD & SOUTH ST,MARLBORO,NY,12542,849356,10/4/2006,10/17/2016,9/30/2019,41.59672562,-73.98256754,"(41.59672562, -73.98256754)"
2112012,WINERY,301,DW,Albany,2,ULSTER,JOSEPH ZAKON WINERY LTD,CROWN REGAL WINE CELLARS,1519 ROUTE 9W BLDG 2,EXT 101,MARLBORO,NY,12542,913317,6/2/2005,3/1/2019,2/28/2022,41.62322388,-73.96451737,"(41.62322388, -73.96451737)"
2190166,"DISTILLER ""A-1""",206,DA,Albany,2,WARREN,LAKE GEORGE DISTILLING COMPANY LLC,,11262 STATE RTE 149,,FORT ANN,NY,12827,913955,5/16/2013,5/1/2019,4/30/2022,43.4134858,-73.50302125,"(43.4134858, -73.50302125)"
2214712,FARM BREWER,106,FD,Albany,2,WARREN,GLENS FALLS BREWING COMPANY LLC,LAKE GEORGE BREW HOUSE,1043 STATE RTE 9,,QUEENSBURY,NY,12804,999999,4/23/2019,4/23/2019,4/30/2020,43.34342,-73.68623,"(43.34342, -73.68623)"
2195436,FARM BREWER,106,FD,Albany,2,WARREN,MEAN MAX BREW WORKS LLC,MEAN MAX BREW WORKS,193 GLEN ST,UNIT #2,GLENS FALLS,NY,12801,999999,7/22/2014,7/1/2019,6/30/2022,43.31014,-73.64448,"(43.31014, -73.64448)"
2197689,"FARM DISTILLER ""D""",207,DD,Albany,2,WARREN,HIGH PEAKS DISTILLING LLC,,1 CANADA ST,,LAKE GEORGE,NY,12845,890906,6/26/2015,6/1/2017,5/31/2020,43.41701,-73.71422,"(43.41701, -73.71422)"
2209071,"FARM DISTILLER ""D""",207,DD,Albany,2,WARREN,NORTHEAST CRAFT SPIRITS LLC,,18A CURRAN LN,,GLENS FALLS,NY,12801,894865,9/29/2017,9/29/2017,8/31/2020,43.31279,-73.63592,"(43.31279, -73.63592)"
2212294,"FARM DISTILLER ""D""",207,DD,Albany,2,WARREN,AMERICAN OAK DISTILLERY LLC,,209 NEW VERMONT RD,,BOLTON LANDING,NY,12814,908149,8/22/2018,8/22/2018,7/31/2021,43.6117,-73.69455,"(43.6117, -73.69455)"
2014053,MICRO BREWER,101,MI,Albany,2,WARREN,DAVIDSON BROTHERS BREWING LLC,,184 GLEN STREET,,GLENS FALLS,NY,12801,907781,,10/1/2018,9/30/2019,43.30988524,-73.6446076,"(43.30988524, -73.6446076)"
2214124,MICRO BREWER,101,MI,Albany,2,WARREN,MEAN MAX BREW WORKS LLC,MEAN MAX BREW WORKS,193 GLEN ST,,GLENS FALLS,NY,12801,999999,1/17/2019,7/1/2019,6/30/2022,43.31011,-73.64453,"(43.31011, -73.64453)"
2207207,MICRO BREWER,101,MI,Albany,2,WARREN,BOLTON LANDING BREWING COMPANY LLC,BOLTON LANDING BREWING COMPANY,4933 LAKE SHORE DR,,BOLTON LANDING,NY,12814,903176,9/7/2017,9/1/2018,8/31/2019,43.55571,-73.65583,"(43.55571, -73.65583)"
2014052,MICRO BREWER,101,MI,Albany,2,WARREN,COOPERS CAVE ALE COMPANY LTD,,2 SAGAMORE ST,,GLENS FALLS,NY,12801,909803,,12/1/2018,11/30/2019,43.31743081,-73.63969382,"(43.31743081, -73.63969382)"
2199048,MICRO BREWER,101,MI,Albany,2,WARREN,ADIRONDACK PUB & BREWERY INC,,33 CANADA ST,,LAKE GEORGE,NY,12845,915496,6/26/2015,6/1/2019,5/31/2020,43.4185,-73.71412,"(43.4185, -73.71412)"
2195604,MICRO BREWER,101,MI,Albany,2,WARREN,GLENS FALLS BREWING COMPANY LLC,LAKE GEORGE BREW HOUSE,1043 STATE RTE 9,,QUEENSBURY,NY,12804,914500,5/14/2014,5/1/2019,4/30/2020,43.34395,-73.68519,"(43.34395, -73.68519)"
2158930,WINERY,301,DW,Albany,2,WARREN,ADIRONDACK WINERY LLC,,395 BIG BAY RD,,QUEENSBURY,NY,12804,883808,10/8/2010,10/1/2016,9/30/2019,43.29078017,-73.6820309,"(43.29078017, -73.6820309)"
2158821,WINERY / FARM WINERY RETAIL,305,WA,Albany,2,WARREN,ADIRONDACK WINERY LLC,ADIRONDACK WINERY,285 CANADA ST,,LAKE GEORGE,NY,12845,889299,9/20/2010,5/9/2017,9/30/2019,43.42572426,-73.7127071,"(43.42572426, -73.7127071)"
2207386,WINERY / FARM WINERY RETAIL,305,WA,Albany,2,WARREN,ADIRONDACK WINERY LLC,,4971 LAKE SHORE DR,STE 2,BOLTON LANDING,NY,12814,889403,5/25/2017,5/25/2017,4/30/2020,43.55814,-73.65491,"(43.55814, -73.65491)"
2201325,"DISTILLER ""A-1""",206,DA,Albany,2,WASHINGTON,SPRINGBROOK HOLLOW FARM DISTILLERY LLC,,133 CLEMENTS RD,,QUEENSBURY,NY,12804,918705,1/28/2016,1/1/2019,12/31/2021,43.40524,-73.6185,"(43.40524, -73.6185)"
2211297,"DISTILLER ""B-1""",205,DB,Albany,2,WASHINGTON,TONIC & TINCTURES BITTERS COMPANY INC,,1 W MAIN ST,UNIT 5,CAMBRIDGE,NY,12816,898347,7/3/2018,7/3/2018,6/30/2021,43.02793,-73.38102,"(43.02793, -73.38102)"
2200097,FARM BREWER,106,FD,Albany,2,WASHINGTON,BATTLE HILL BREWING COMPANY LLC,BATTLE HILL BREWING,4C CHARLES ST,,FORT ANN,NY,12827,919738,8/25/2015,8/1/2019,7/31/2020,43.41659,-73.48751,"(43.41659, -73.48751)"
2200055,FARM BREWER,106,FD,Albany,2,WASHINGTON,R S TAYLOR & SONS BREWERY LLC,,3602 COUNTY RTE 30,,SALEM,NY,12865,920041,8/5/2015,8/1/2019,7/31/2020,43.2557,-73.37586,"(43.2557, -73.37586)"
2192175,FARM BREWER,106,FD,Albany,2,WASHINGTON,ARGYLE BREWING COMPANY LLC,,1 MAIN ST,,GREENWICH,NY,12834,912474,3/5/2014,3/1/2019,2/29/2020,43.08755101,-73.49699557,"(43.08755101, -73.49699557)"
2210667,FARM BREWER,106,FD,Albany,2,WASHINGTON,SLATE TOWN BREWING COMPANY LLC,,31 MAIN ST,,GRANVILLE,NY,12832,919661,8/20/2018,8/1/2019,7/31/2020,43.40839,-73.25636,"(43.40839, -73.25636)"
2212154,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,MAIN STREET DISTILLERY LLC,,120 MAIN ST,,ARGYLE,NY,12809,910983,5/8/2019,5/8/2019,4/30/2022,43.24053,-73.49156,"(43.24053, -73.49156)"
2194795,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,SPRINGBROOK HOLLOW FARM DISTILLERY LLC,,133 CLEMENTS ROAD,,QUEENSBURY,NY,12804,888279,4/24/2014,4/1/2017,3/31/2020,43.40515458,-73.61818826,"(43.40515458, -73.61818826)"
2190165,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,LAKE GEORGE DISTILLING COMPANY LLC,,11262 STATE RTE 149,,FORT ANN,NY,12827,913956,5/16/2013,5/1/2019,4/30/2022,43.4134858,-73.50302125,"(43.4134858, -73.50302125)"
2209091,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,LUCKEY SPIRITS LLC,LUCKEY SPIRITS,112 MOUNTAIN RD,,GREENWICH,NY,12834,894947,10/16/2017,10/16/2017,9/30/2020,43.01661,-73.53393,"(43.01661, -73.53393)"
2184139,FARM WINERY,302,FW,Albany,2,WASHINGTON,OLIVA VINEYARDS LLC,OLIVA VINEYARDS,2074 RTE 4,,FORT EDWARD,NY,12828,884636,9/5/2012,9/15/2016,8/31/2019,,,
2186913,FARM WINERY,302,FW,Albany,2,WASHINGTON,VICTORY VIEW VINEYARD LLC,VICTORY VIEW VINEYARD,11975 STATE RTE 40,,SCHAGHTICOKE,NY,12154,886556,10/23/2012,10/24/2016,9/30/2019,43.00660858,-73.54858401,"(43.00660858, -73.54858401)"
2196169,FARM WINERY,302,FW,Albany,2,WASHINGTON,NORTHERN STAR VINEYARD LLC,NORTHERN STAR VINEYARD,1103 BEADLE HILL RD,,VALLEY FALLS,NY,12185,896681,12/29/2014,2/6/2018,11/30/2020,42.98024,-73.52126,"(42.98024, -73.52126)"
2145754,FARM WINERY,302,FW,Albany,2,WASHINGTON,SPIRIT EARTH ORGANICS INC,AMORICI VINEYARD,637 COLONEL BURCH RD,,VALLEY FALLS,NY,12185,913597,4/1/2009,4/1/2019,3/31/2022,42.94997918,-73.53093698,"(42.94997918, -73.53093698)"
2130023,FARM WINERY,302,FW,Albany,2,WASHINGTON,SLYBORO CIDER HOUSE LLC,,18 HICKS RD,,GRANVILLE,NY,12832,888869,10/23/2006,3/7/2017,9/30/2019,43.41308132,-73.33153495,"(43.41308132, -73.33153495)"
2215272,MICRO BREWER,101,MI,Albany,2,WASHINGTON,SLICKFIN BREWING COMPANY LLC,,147 149 BROADWAY,,FORT EDWARD,NY,12828,917617,2/22/2019,7/8/2019,1/31/2020,0,0,"(0.0, 0.0)"
3157176,"DISTILLER ""A-1""",206,DA,Buffalo,3,WAYNE,CELK DISTILLING LLC,"APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK",3274 EDDY RD,,WILLIAMSON,NY,14589,919778,8/4/2016,8/1/2019,7/31/2022,0,0,"(0.0, 0.0)"
3130707,"DISTILLER ""B""",202,DB,Buffalo,3,WAYNE,MOTTS LLP,,4363 ROUTE 104,,WILLIAMSON,NY,14589,885687,10/12/2007,10/11/2016,9/30/2019,43.23495951,-77.17369428,"(43.23495951, -77.17369428)"
3153553,"FARM DISTILLER ""D""",207,DD,Buffalo,3,WAYNE,GLENROSE SPIRITS LLC,,5052 COVELL RD,,N ROSE,NY,14516,919476,9/23/2013,9/1/2019,8/31/2022,43.18729513,-76.91410731,"(43.18729513, -76.91410731)"
3152172,"FARM DISTILLER ""D""",207,DD,Buffalo,3,WAYNE,CELK DISTILLING LLC,"APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK",3274 EDDY RD,,WILLIAMSON,NY,14589,885463,9/17/2012,10/17/2016,8/31/2019,43.20156169,-77.22518945,"(43.20156169, -77.22518945)"
3162322,FARM WINERY,302,FW,Buffalo,3,WAYNE,SODUS BAY CIDER LLC,,6246 SHAKER TRACT RD,,NORTH ROSE,NY,14516,915626,5/1/2019,5/1/2019,4/30/2022,43.22723,-76.94729,"(43.22723, -76.94729)"
3162585,FARM WINERY,302,FW,Buffalo,3,WAYNE,KEG RAG CELLAR LLC,,5630 NORRIS RD,,NORTH ROSE,NY,14516,915888,7/15/2019,7/15/2019,6/30/2022,43.20515,-76.93312,"(43.20515, -76.93312)"
3154523,FARM WINERY,302,FW,Buffalo,3,WAYNE,CELK DISTILLING LLC,"APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK",3274 EDDY RD,,WILLIAMSON,NY,14589,888266,3/5/2014,3/1/2017,2/29/2020,43.2021,-77.2235,"(43.2021, -77.2235)"
3134842,FARM WINERY,302,FW,Buffalo,3,WAYNE,YOUNG SOMMER WINERY LLC,YOUNG SOMMER WINERY,4287 JERSEY ROAD,,WILLIAMSON,NY,14589,919593,9/26/2007,9/1/2019,8/31/2022,43.2558156,-77.17689462,"(43.2558156, -77.17689462)"
3013900,FARM WINERY,302,FW,Buffalo,3,WAYNE,THORPE VINEYARD INC,THORPE VINEYARD,8150 CHIMNEY HEIGHTS BLVD,T/O HURON,WOLCOTT,NY,14590,919122,7/21/1989,7/1/2019,6/30/2022,43.29143389,-76.89957795,"(43.29143389, -76.89957795)"
3158629,FARM WINERY,302,FW,Buffalo,3,WAYNE,THOMAS W ROBINSON JR,ROBINSON ESTATES,3079 CAMBIER RD,,NEWARK,NY,14513,894945,10/16/2017,10/16/2017,9/30/2020,43.11736,-77.14678,"(43.11736, -77.14678)"
3142808,FARM WINERY,302,FW,Buffalo,3,WAYNE,LONG ACRE FARMS LLC,JD WINE CELLARS,1342 EDDY RD,,MACEDON,NY,14502,885696,11/12/2009,11/1/2016,10/31/2019,43.11628143,-77.31358041,"(43.11628143, -77.31358041)"
1256382,"DISTILLER ""A-1""",206,DA,New York City,1,WESTCHESTER,BARON NAHMIAS INC,NAHMIAS ET FILS,201 SAW MILL RIVER RD BLDG C,BLDG C BAY 3 & 4,YONKERS,NY,10701,894238,11/14/2011,11/1/2017,10/31/2020,40.9451922,-73.88012116,"(40.9451922, -73.88012116)"
1300234,"DISTILLER ""A-1""",206,DA,New York City,1,WESTCHESTER,STILLTHEONE DISTILLERY TWO LLC,STILLTHEONE DISTILLERY TWO; STO2,1 MARTIN PL,,PORT CHESTER,NY,10573,882224,11/27/2017,11/27/2017,10/31/2020,40.99765,-73.65984,"(40.99765, -73.65984)"
1275764,"DISTILLER ""A-1""",206,DA,New York City,1,WESTCHESTER,"FOOD CYCLE DISTILLERY LLC, THE",NEVERSINK SPIRITS,33 NEW BROAD ST,,PORT CHESTER,NY,10573,895140,12/31/2014,12/1/2017,11/30/2020,41.000332,-73.66567783,"(41.000332, -73.66567783)"
1301753,FARM BREWER,106,FD,New York City,1,WESTCHESTER,BROKEN BOW BREWERY LLC,BROKEN BOW BREWERY,173 MARBLEDALE RD,,TUCKAHOE,NY,10707,918501,6/21/2017,6/1/2019,5/31/2020,40.95509,-73.81903,"(40.95509, -73.81903)"
1307227,FARM BREWER,106,FD,New York City,1,WESTCHESTER,DINER BREW COMPANY INC,,2 CORTLANDT ST,STE 1C,MOUNT VERNON,NY,10550,909005,1/25/2018,1/1/2019,12/31/2019,40.71,-74.0102,"(40.71, -74.0102)"
1309367,FARM BREWER,106,FD,New York City,1,WESTCHESTER,WOLF & WARRIOR BREWING COMPANY LLC,,195A E POST RD,,WHITE PLAINS,NY,10601,903784,1/17/2019,1/17/2019,12/31/2019,41.02988,-73.76377,"(41.02988, -73.76377)"
1276026,FARM BREWER,106,FD,New York City,1,WESTCHESTER,FERRARI BEER INCORPORATED,FERRARI BEER COMPANY,160 ASHFORD AVE,SUITE 1,DOBBS FERRY,NY,10522,913948,5/13/2014,5/1/2019,4/30/2020,41.01482291,-73.86249501,"(41.01482291, -73.86249501)"
1306166,FARM BREWER,106,FD,New York City,1,WESTCHESTER,SING SING KILL BREWERY LLC,,75-77 SPRING ST,,OSSINING,NY,10562,913103,3/8/2018,3/1/2019,2/29/2020,0,0,"(0.0, 0.0)"
1313361,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,FULL TIME HOBBY DISTILLING CO INC,,28 MAIN ST,,OSSINING,NY,10562,910799,2/28/2019,2/28/2019,5/31/2020,41.15838,-73.86821,"(41.15838, -73.86821)"
1310596,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,HEIMAT NEW YORK LLC,,430 CENTER AVE,,MAMARONECK,NY,10543,898392,7/18/2018,7/18/2018,6/30/2021,40.94985,-73.7438,"(40.94985, -73.7438)"
1285383,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,"FOOD CYCLE DISTILLERY LLC, THE",NEVERSINK SPIRITS,33 NEW BROAD ST,SUITE UL-C,PORT CHESTER,NY,10573,881408,10/6/2015,10/1/2016,9/30/2019,41.0003,-73.66562,"(41.0003, -73.66562)"
1300235,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,STILLTHEONE DISTILLERY TWO LLC,STILLTHEONE DISTILLERY TWO; STO2,1 MARTIN PL,,PORT CHESTER,NY,10573,882223,11/27/2017,11/27/2017,10/31/2020,40.99765,-73.65984,"(40.99765, -73.65984)"
1285207,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,VINCENT MIATA,GOOD SHEPHERD DISTILLERY,360 MT PLEASANT AVE,STORE E,MAMARONECK,NY,10543,886972,6/23/2015,12/1/2016,11/30/2019,40.95137,-73.73702,"(40.95137, -73.73702)"
1286058,"FARM DISTILLER ""D""",207,DD,New York City,1,WESTCHESTER,BARON NAHMIAS INC,NAHMIAS ET FILS,201 SAW MILL RIVER RD,BLDG C BAY 3 & 4,YONKERS,NY,10701,919794,7/17/2015,7/18/2019,6/30/2022,40.94519,-73.88012,"(40.94519, -73.88012)"
1271725,FARM WINERY,302,FW,New York City,1,WESTCHESTER,BROTHERS COVINO LLC,,130 HARDSCRABBLE RD,,NORTH SALEM,NY,10560,885667,11/20/2013,11/1/2016,10/31/2019,41.34954914,-73.634717,"(41.34954914, -73.634717)"
1294323,FARM WINERY,302,FW,New York City,1,WESTCHESTER,WHITE HILL ORCHARDS INC,WHITE HILL VINEYARD,1335 WHITE HILL RD,,YORKTOWN HEIGHTS,NY,10598,885328,9/14/2016,9/14/2016,8/31/2019,0,0,"(0.0, 0.0)"
1258461,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,CAPTAIN LAWRENCE BREWING LLC,CAPTAIN LAWRENCE BREWING,444 SAW MILL RIVER RD,,ELMSFORD,NY,10523,909883,1/9/2012,12/1/2018,11/30/2019,41.06860381,-73.81577602,"(41.06860381, -73.81577602)"
1275908,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,DUNCAN'S ABBY INC,DUNCAN'S ABBEY,27 STORM ST,,TARRYTOWN,NY,10591,903435,11/12/2014,11/1/2018,10/31/2019,41.07863193,-73.86072099,"(41.07863193, -73.86072099)"
1312063,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,DECADENT ALES LLC,,139 HOYT AVE,STE A,MAMARONECK,NY,10543,903628,12/6/2018,12/6/2018,11/30/2019,40.95219,-73.73907,"(40.95219, -73.73907)"
1293161,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,YONKERS BREWING COMPANY LLC,,92 MAIN ST,,YONKERS,NY,10701,915195,1/9/2017,7/1/2019,6/30/2020,40.93439,-73.90288,"(40.93439, -73.90288)"
1266768,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,BROKEN BOW BREWERY LLC,,173 MARBLEDALE RD,,TUCKAHOE,NY,10707,918650,7/29/2013,7/1/2019,6/30/2020,40.95454927,-73.81913808,"(40.95454927, -73.81913808)"
